ARB,Type,dmd,Description
Irbesartan,ARB,8546311000001102,Irbesartan 150mg/5ml oral suspension (Special Order) (product)
Irbesartan,ARB,8546411000001109,Irbesartan 150mg/5ml oral suspension (Special Order) 1 ml (product)
Irbesartan,ARB,8580811000001101,Irbesartan 150mg/5ml oral suspension (product)
Irbesartan,ARB + TZ,8960201000001108,IRBESARTAN+HYDROCHLOROTHIAZIDE 300mg/25mg tablets (product)
Irbesartan,ARB,9211701000001109,Aprovel (product)
Irbesartan,ARB,9429501000001108,Aprovel (qualifier value)
Irbesartan,ARB + TZ,9556801000001105,Co-Irbesartan (product)
Irbesartan,ARB,10461311000001105,Aprovel 150mg tablets (PI) (Dowelhurst Ltd) (product)
Irbesartan,ARB,10461511000001104,Aprovel 150mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Irbesartan,ARB,10461811000001101,Aprovel 300mg tablets (PI) (Dowelhurst Ltd) (product)
Irbesartan,ARB,10461911000001106,Aprovel 300mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Irbesartan,ARB,10462111000001103,Aprovel 75mg tablets (PI) (Dowelhurst Ltd) (product)
Irbesartan,ARB,10462311000001101,Aprovel 75mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Irbesartan,ARB,10504511000001108,Irbesartan 75mg tablets (PI) (Dowelhurst Ltd) (product)
Irbesartan,ARB,10504711000001103,Irbesartan 75mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Irbesartan,ARB,10504811000001106,Irbesartan 150mg tablets (PI) (Dowelhurst Ltd) (product)
Irbesartan,ARB,10504911000001101,Irbesartan 150mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Irbesartan,ARB,10505011000001101,Irbesartan 300mg tablets (PI) (Dowelhurst Ltd) (product)
Irbesartan,ARB,10505111000001100,Irbesartan 300mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Irbesartan,ARB,10545311000001108,Irbesartan 300mg tablets (PI) (Waymade Ltd) (product)
Irbesartan,ARB,10545411000001101,Irbesartan 300mg tablets (PI) (Waymade Ltd) 28 tablet (product)
Irbesartan,ARB + TZ,10968511000001107,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets 28 tablet (product)
Irbesartan,ARB + TZ,10970311000001105,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (product)
Irbesartan,ARB,11030611000001103,Irbesartan 75mg tablets (Waymade Ltd) (product)
Irbesartan,ARB,11030711000001107,Irbesartan 75mg tablets (Waymade Ltd) 28 tablet (product)
Irbesartan,ARB + TZ,11159011000001105,Co-Irbesartan 150mg/12.5mg tablets (Waymade Ltd) (product)
Irbesartan,ARB + TZ,11159111000001106,Co-Irbesartan 150mg/12.5mg tablets (Waymade Ltd) 28 tablet (product)
Irbesartan,ARB + TZ,11159211000001100,Co-Irbesartan 300mg/12.5mg tablets (Waymade Ltd) (product)
Irbesartan,ARB + TZ,11159311000001108,Co-Irbesartan 300mg/12.5mg tablets (Waymade Ltd) 28 tablet (product)
Irbesartan,ARB,11473901000001108,Sabervel (product)
Irbesartan,ARB,11970501000001109,Ifirmasta (product)
Irbesartan,ARB,12609411000001108,Irbesartan 300mg/5ml oral suspension 1 ml (product)
Irbesartan,ARB,12609511000001107,Irbesartan 300mg/5ml oral suspension (Special Order) (product)
Irbesartan,ARB,12609611000001106,Irbesartan 300mg/5ml oral suspension (Special Order) 1 ml (product)
Irbesartan,ARB,12639511000001103,Irbesartan 300mg/5ml oral suspension (product)
Irbesartan,ARB,13828311000001101,Aprovel 75mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Irbesartan,ARB,13828411000001108,Aprovel 75mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,13828511000001107,Aprovel 150mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Irbesartan,ARB,13828611000001106,Aprovel 150mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,13828711000001102,Aprovel 300mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Irbesartan,ARB,13828811000001105,Aprovel 300mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,13916411000001107,Irbesartan 75mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Irbesartan,ARB,13916511000001106,Irbesartan 75mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,13916611000001105,Irbesartan 150mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Irbesartan,ARB,13916711000001101,Irbesartan 150mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,13916811000001109,Irbesartan 300mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Irbesartan,ARB,13916911000001104,Irbesartan 300mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,14193511000001100,Aprovel 150mg tablets (Sigma Pharmaceuticals Plc) (product)
Irbesartan,ARB,14193611000001101,Aprovel 150mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Irbesartan,ARB,14193711000001105,Aprovel 300mg tablets (Sigma Pharmaceuticals Plc) (product)
Irbesartan,ARB,14193811000001102,Aprovel 300mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Irbesartan,ARB,14193911000001107,Aprovel 75mg tablets (Sigma Pharmaceuticals Plc) (product)
Irbesartan,ARB,14194011000001105,Aprovel 75mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Irbesartan,ARB,14261011000001108,Irbesartan 300mg tablets (PI) (Sigma Pharmaceuticals Plc) (product)
Irbesartan,ARB,14261111000001109,Irbesartan 300mg tablets (PI) (Sigma Pharmaceuticals Plc) 28 tablet (product)
Irbesartan,ARB,14261211000001103,Irbesartan 75mg tablets (PI) (Sigma Pharmaceuticals Plc) (product)
Irbesartan,ARB,14261311000001106,Irbesartan 75mg tablets (PI) (Sigma Pharmaceuticals Plc) 28 tablet (product)
Irbesartan,ARB,15882911000001102,Irbesartan 300mg oral powder sachets 1 sachet (product)
Irbesartan,ARB,15883011000001105,Irbesartan 300mg oral powder sachets (Special Order) (product)
Irbesartan,ARB,15883111000001106,Irbesartan 300mg oral powder sachets (Special Order) 1 sachet (product)
Irbesartan,ARB,15914211000001105,Irbesartan 300mg oral powder sachets (product)
Irbesartan,ARB,16263211000001105,Aprovel 75mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Irbesartan,ARB,16263411000001109,Aprovel 75mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Irbesartan,ARB,16263611000001107,Aprovel 150mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Irbesartan,ARB,16263811000001106,Aprovel 150mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Irbesartan,ARB,16263911000001101,Aprovel 300mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Irbesartan,ARB,16264211000001108,Aprovel 300mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Irbesartan,ARB,16531811000001106,Irbesartan 75mg tablets (PI) (Mawdsley-Brooks & Company Ltd) (product)
Irbesartan,ARB,16531911000001101,Irbesartan 75mg tablets (PI) (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Irbesartan,ARB,16532011000001108,Irbesartan 150mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Irbesartan,ARB,16532111000001109,Irbesartan 150mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Irbesartan,ARB,16532211000001103,Irbesartan 300mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Irbesartan,ARB,16532311000001106,Irbesartan 300mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Irbesartan,ARB,17491611000001106,Irbesartan 75mg tablets 30 tablet (product)
Irbesartan,ARB,17491911000001100,Aprovel 75mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
Irbesartan,ARB,17585611000001104,Aprovel 75mg tablets (Necessity Supplies Ltd) (product)
Irbesartan,ARB,17585911000001105,Aprovel 75mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Irbesartan,ARB,17586211000001107,Aprovel 150mg tablets (Necessity Supplies Ltd) (product)
Irbesartan,ARB,17586311000001104,Aprovel 150mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Irbesartan,ARB,17586511000001105,Aprovel 300mg tablets (Necessity Supplies Ltd) (product)
Irbesartan,ARB,17586711000001100,Aprovel 300mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Irbesartan,ARB,17605811000001109,Irbesartan 75mg tablets 84 tablet (product)
Irbesartan,ARB,17606011000001107,Aprovel 75mg tablets (Necessity Supplies Ltd) 84 tablet (product)
Irbesartan,ARB,18269011000001108,Irbesartan 150mg tablets (Necessity Supplies Ltd) (product)
Irbesartan,ARB,18269111000001109,Irbesartan 150mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Irbesartan,ARB,18269311000001106,Irbesartan 300mg tablets (Necessity Supplies Ltd) (product)
Irbesartan,ARB,18269411000001104,Irbesartan 300mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Irbesartan,ARB,18269511000001100,Irbesartan 75mg tablets (Necessity Supplies Ltd) (product)
Irbesartan,ARB,18269611000001101,Irbesartan 75mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Irbesartan,ARB,18825211000001101,Irbesartan 20mg oral powder sachets 1 sachet (product)
Irbesartan,ARB,18825311000001109,Irbesartan 20mg oral powder sachets (Special Order) (product)
Irbesartan,ARB,18825411000001102,Irbesartan 20mg oral powder sachets (Special Order) 1 sachet (product)
Irbesartan,ARB,18852211000001107,Irbesartan 20mg oral powder sachets (product)
Irbesartan,ARB,19278311000001109,Irbesartan 30mg oral powder sachets 1 sachet (product)
Irbesartan,ARB,19278411000001102,Irbesartan 30mg oral powder sachets (Special Order) (product)
Irbesartan,ARB,19278511000001103,Irbesartan 30mg oral powder sachets (Special Order) 1 sachet (product)
Irbesartan,ARB,19281511000001102,Irbesartan 30mg oral powder sachets (product)
Irbesartan,ARB,19374711000001108,Aprovel 75mg tablets (Waymade Healthcare Plc) 30 tablet (product)
Irbesartan,ARB,19479911000001103,Irbesartan 37.5mg oral powder sachets 1 sachet (product)
Irbesartan,ARB,19480011000001102,Irbesartan 37.5mg oral powder sachets (Special Order) (product)
Irbesartan,ARB,19480111000001101,Irbesartan 37.5mg oral powder sachets (Special Order) 1 sachet (product)
Irbesartan,ARB,19481911000001105,Irbesartan 37.5mg oral powder sachets (product)
Irbesartan,ARB,21014811000001103,Irbesartan 75mg tablets (Dexcel-Pharma Ltd) (product)
Irbesartan,ARB,21014911000001108,Irbesartan 75mg tablets (Dexcel-Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21015011000001108,Irbesartan 150mg tablets (Dexcel-Pharma Ltd) (product)
Irbesartan,ARB,21015111000001109,Irbesartan 150mg tablets (Dexcel-Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21023811000001107,Irbesartan 300mg tablets (Dexcel-Pharma Ltd) (product)
Irbesartan,ARB,21023911000001102,Irbesartan 300mg tablets (Dexcel-Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21100511000001103,Irbesartan 300mg tablets (A A H Pharmaceuticals Ltd) (product)
Irbesartan,ARB,21100611000001104,Irbesartan 300mg tablets (A A H Pharmaceuticals Ltd) 28 tablet (product)
Irbesartan,ARB,21111211000001105,Irbesartan 75mg tablets (Teva UK Ltd) (product)
Irbesartan,ARB,21111311000001102,Irbesartan 75mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Irbesartan,ARB,21112911000001107,Irbesartan 150mg tablets (Teva UK Ltd) (product)
Irbesartan,ARB,21113011000001104,Irbesartan 150mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Irbesartan,ARB,21113111000001103,Irbesartan 300mg tablets (Teva UK Ltd) (product)
Irbesartan,ARB,21113211000001109,Irbesartan 300mg tablets (Teva UK Ltd) 28 tablet 4 x 7 tablets (product)
Irbesartan,ARB,21122811000001107,Irbesartan 75mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Irbesartan,ARB,21123011000001105,Irbesartan 75mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 4 x 7 tablets (product)
Irbesartan,ARB,21123311000001108,Irbesartan 150mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Irbesartan,ARB,21123511000001102,Irbesartan 150mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 4 x 7 tablets (product)
Irbesartan,ARB,21123811000001104,Irbesartan 300mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Irbesartan,ARB,21124111000001108,Irbesartan 300mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 4 x 7 tablets (product)
Irbesartan,ARB,21219011000001103,Irbesartan 75mg tablets (Actavis UK Ltd) (product)
Irbesartan,ARB,21219111000001102,Irbesartan 75mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21219211000001108,Irbesartan 150mg tablets (Actavis UK Ltd) (product)
Irbesartan,ARB,21219311000001100,Irbesartan 150mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21219411000001107,Irbesartan 300mg tablets (Actavis UK Ltd) (product)
Irbesartan,ARB,21219511000001106,Irbesartan 300mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21228311000001102,Irbesartan 75mg tablets (Arrow Generics Ltd) (product)
Irbesartan,ARB,21228411000001109,Irbesartan 75mg tablets (Arrow Generics Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21228511000001108,Irbesartan 150mg tablets (Arrow Generics Ltd) (product)
Irbesartan,ARB,21228611000001107,Irbesartan 150mg tablets (Arrow Generics Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21230511000001107,Irbesartan 75mg tablets (A A H Pharmaceuticals Ltd) (product)
Irbesartan,ARB,21230611000001106,Irbesartan 75mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21230711000001102,Irbesartan 150mg tablets (A A H Pharmaceuticals Ltd) (product)
Irbesartan,ARB,21230811000001105,Irbesartan 150mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21284211000001107,Irbesartan 75mg tablets (Accord Healthcare Ltd) (product)
Irbesartan,ARB,21284511000001105,Irbesartan 75mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Irbesartan,ARB,21285011000001103,Irbesartan 150mg tablets (Accord Healthcare Ltd) (product)
Irbesartan,ARB,21285411000001107,Irbesartan 150mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Irbesartan,ARB,21285511000001106,Irbesartan 300mg tablets (Accord Healthcare Ltd) (product)
Irbesartan,ARB,21285611000001105,Irbesartan 300mg tablets (Accord Healthcare Ltd) 28 tablet (product)
Irbesartan,ARB,21522211000001102,Sabervel 75mg tablets (Aspire Pharma Ltd) (product)
Irbesartan,ARB,21522311000001105,Sabervel 75mg tablets (Aspire Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21522411000001103,Sabervel 150mg tablets (Aspire Pharma Ltd) (product)
Irbesartan,ARB,21522511000001104,Sabervel 150mg tablets (Aspire Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21522611000001100,Sabervel 300mg tablets (Aspire Pharma Ltd) (product)
Irbesartan,ARB,21522711000001109,Sabervel 300mg tablets (Aspire Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21623611000001102,Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
Irbesartan,ARB,21624011000001106,Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21624111000001107,Irbesartan 150mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
Irbesartan,ARB,21624211000001101,Irbesartan 150mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21624311000001109,Irbesartan 300mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)
Irbesartan,ARB,21624411000001102,Irbesartan 300mg tablets (Dr Reddy's Laboratories (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21992811000001104,Irbesartan 75mg tablets (Sandoz Ltd) (product)
Irbesartan,ARB,21992911000001109,Irbesartan 75mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21993011000001101,Irbesartan 150mg tablets (Sandoz Ltd) (product)
Irbesartan,ARB,21993111000001100,Irbesartan 150mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,21993211000001106,Irbesartan 300mg tablets (Sandoz Ltd) (product)
Irbesartan,ARB,21993311000001103,Irbesartan 300mg tablets (Sandoz Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22336711000001109,Irbesartan 75mg tablets (Aptil Pharma Ltd) (product)
Irbesartan,ARB,22336811000001101,Irbesartan 75mg tablets (Aptil Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22336911000001106,Irbesartan 150mg tablets (Aptil Pharma Ltd) (product)
Irbesartan,ARB,22337011000001105,Irbesartan 150mg tablets (Aptil Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22337111000001106,Irbesartan 300mg tablets (Aptil Pharma Ltd) (product)
Irbesartan,ARB,22337211000001100,Irbesartan 300mg tablets (Aptil Pharma Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22720311000001108,Ifirmasta 75mg tablets (Consilient Health Ltd) (product)
Irbesartan,ARB,22720411000001101,Ifirmasta 75mg tablets (Consilient Health Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22720611000001103,Ifirmasta 150mg tablets (Consilient Health Ltd) (product)
Irbesartan,ARB,22720711000001107,Ifirmasta 150mg tablets (Consilient Health Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22720811000001104,Ifirmasta 300mg tablets (Consilient Health Ltd) (product)
Irbesartan,ARB,22720911000001109,Ifirmasta 300mg tablets (Consilient Health Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22945311000001106,Irbesartan 75mg tablets (Ranbaxy (UK) Ltd) (product)
Irbesartan,ARB,22945411000001104,Irbesartan 75mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22945611000001101,Irbesartan 150mg tablets (Ranbaxy (UK) Ltd) (product)
Irbesartan,ARB,22945811000001102,Irbesartan 150mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,22946711000001102,Irbesartan 300mg tablets (Ranbaxy (UK) Ltd) (product)
Irbesartan,ARB,22946811000001105,Irbesartan 300mg tablets (Ranbaxy (UK) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23310011000001106,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)
Irbesartan,ARB + TZ,23310111000001107,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23310211000001101,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)
Irbesartan,ARB + TZ,23310311000001109,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23310411000001102,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Teva UK Ltd) (product)
Irbesartan,ARB + TZ,23310511000001103,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Teva UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23472411000001102,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) (product)
Irbesartan,ARB + TZ,23472511000001103,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23472611000001104,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) (product)
Irbesartan,ARB + TZ,23472711000001108,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23472811000001100,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Actavis UK Ltd) (product)
Irbesartan,ARB + TZ,23472911000001105,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Actavis UK Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23478711000001106,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Irbesartan,ARB + TZ,23478911000001108,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23479111000001103,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) (product)
Irbesartan,ARB + TZ,23479211000001109,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23479511000001107,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd) (product)
Irbesartan,ARB + TZ,23479711000001102,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23480911000001100,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Irbesartan,ARB + TZ,23481011000001108,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23481111000001109,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Irbesartan,ARB + TZ,23481211000001103,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23481311000001106,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Irbesartan,ARB + TZ,23481411000001104,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,23597211000001103,Irbesartan 75mg tablets (Waymade Healthcare Plc) (product)
Irbesartan,ARB,23597311000001106,Irbesartan 75mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Irbesartan,ARB,23597411000001104,Irbesartan 150mg tablets (Waymade Healthcare Plc) (product)
Irbesartan,ARB,23597611000001101,Irbesartan 150mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Irbesartan,ARB,23597711000001105,Irbesartan 300mg tablets (Waymade Healthcare Plc) (product)
Irbesartan,ARB,23597811000001102,Irbesartan 300mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Irbesartan,ARB,23665711000001106,Irbesartan 150mg tablets (Sovereign Medical Ltd) (product)
Irbesartan,ARB,23665811000001103,Irbesartan 150mg tablets (Sovereign Medical Ltd) 28 tablet (product)
Irbesartan,ARB,23665911000001108,Irbesartan 75mg tablets (Sovereign Medical Ltd) (product)
Irbesartan,ARB,23666011000001100,Irbesartan 75mg tablets (Sovereign Medical Ltd) 28 tablet (product)
Irbesartan,ARB,23666111000001104,Irbesartan 300mg tablets (Sovereign Medical Ltd) (product)
Irbesartan,ARB,23666211000001105,Irbesartan 300mg tablets (Sovereign Medical Ltd) 28 tablet (product)
Irbesartan,ARB + TZ,23954111000001100,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) (product)
Irbesartan,ARB + TZ,23954211000001106,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23954311000001103,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) (product)
Irbesartan,ARB + TZ,23954411000001105,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB + TZ,23954511000001109,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Milpharm Ltd) (product)
Irbesartan,ARB + TZ,23954611000001108,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,23957411000001100,Irbesartan 75mg tablets (Milpharm Ltd) (product)
Irbesartan,ARB,23957511000001101,Irbesartan 75mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,23957611000001102,Irbesartan 150mg tablets (Milpharm Ltd) (product)
Irbesartan,ARB,23957711000001106,Irbesartan 150mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,23957811000001103,Irbesartan 300mg tablets (Milpharm Ltd) (product)
Irbesartan,ARB,23957911000001108,Irbesartan 300mg tablets (Milpharm Ltd) 28 tablet 2 x 14 tablets (product)
Irbesartan,ARB,24177311000001105,Irbesartan 150mg tablets (DE Pharmaceuticals) (product)
Irbesartan,ARB,24177511000001104,Irbesartan 150mg tablets (DE Pharmaceuticals) 28 tablet (product)
Irbesartan,ARB,24177711000001109,Irbesartan 300mg tablets (DE Pharmaceuticals) (product)
Irbesartan,ARB,24177811000001101,Irbesartan 300mg tablets (DE Pharmaceuticals) 28 tablet (product)
Irbesartan,ARB + TZ,26763511000001103,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product)
Irbesartan,ARB + TZ,26763811000001100,Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Irbesartan,ARB + TZ,26764611000001101,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) (product)
Irbesartan,ARB + TZ,26764711000001105,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Irbesartan,ARB + TZ,26764811000001102,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Lupin (Europe) Ltd) (product)
Irbesartan,ARB + TZ,26764911000001107,Irbesartan 300mg / Hydrochlorothiazide 25mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Irbesartan,ARB,27587111000001102,Irbesartan 75mg tablets (Lupin (Europe) Ltd) (product)
Irbesartan,ARB,27587311000001100,Irbesartan 75mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Irbesartan,ARB,27588011000001102,Irbesartan 150mg tablets (Lupin (Europe) Ltd) (product)
Irbesartan,ARB,27588311000001104,Irbesartan 150mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
Irbesartan,ARB,27611811000001108,Irbesartan 300mg tablets (Lupin (Europe) Ltd) (product)
Irbesartan,ARB,27614111000001103,Irbesartan 300mg tablets (Lupin (Europe) Ltd) 28 tablet (product)
